gene,tissue,trait,zscore,pvalue,n_snps_model,n_snps_matched
AAMP,Nerve_Tibial,DR,-0.6511,0.5149561534432755,1,1
AAR2,Nerve_Tibial,DR,4.4187,9.927830717489548e-06,1,1
AARS,Nerve_Tibial,DR,2.4746,0.013338856397972512,3,3
AARSD1,Nerve_Tibial,DR,1.6592,0.09708249201437547,1,1
ABCF2,Nerve_Tibial,DR,-0.1774,0.8592036558710079,1,1
ACBD3,Nerve_Tibial,DR,0.7357,0.4619158722665294,2,2
ACBD6,Nerve_Tibial,DR,0.1929,0.847030581227328,1,1
ACTR1A,Nerve_Tibial,DR,-3.0293,0.002451225931087418,1,1
ACTR1B,Nerve_Tibial,DR,-0.438,0.6613670908980931,3,3
ADH5,Nerve_Tibial,DR,0.1241,0.9012636420226896,3,2
ADIPOR2,Nerve_Tibial,DR,-0.1071,0.9146983651236591,1,1
AGAP3,Nerve_Tibial,DR,-7.4643,8.377244411607434e-14,2,1
AHSA1,Nerve_Tibial,DR,0.6416,0.52114000324079,2,1
AK2,Nerve_Tibial,DR,2.1961,0.02808313515675808,2,1
AK3,Nerve_Tibial,DR,-9.2039,3.450666238809661e-20,8,7
AKIRIN2,Nerve_Tibial,DR,0.6086,0.542798008036903,1,1
ALDH9A1,Nerve_Tibial,DR,-2.3505,0.018746040803049997,4,2
ALKBH5,Nerve_Tibial,DR,-0.2404,0.8100050181844449,1,1
AMFR,Nerve_Tibial,DR,-11.7768,5.141657544340458e-32,3,3
ANAPC2,Nerve_Tibial,DR,0.1195,0.9048602999294282,2,2
ANKFY1,Nerve_Tibial,DR,2.1922,0.02836610123421077,1,1
ANKLE2,Nerve_Tibial,DR,0.8087,0.41869588498396737,4,3
ANKRD10,Nerve_Tibial,DR,2.1283,0.033313932731781855,3,3
ANKRD40,Nerve_Tibial,DR,-0.9925,0.3209763942415832,1,1
ANKS1A,Nerve_Tibial,DR,-13.5781,5.4015547536507395e-42,2,2
AP2M1,Nerve_Tibial,DR,1.4372,0.1506698173616032,1,1
AP3M1,Nerve_Tibial,DR,8.7521,2.0940092413957993e-18,1,1
APEH,Nerve_Tibial,DR,-3.5663,0.000362106775098029,2,1
APH1A,Nerve_Tibial,DR,5.6694,1.4330119516145785e-08,1,1
ARCN1,Nerve_Tibial,DR,-0.7392,0.45980360841879414,1,1
ARF4,Nerve_Tibial,DR,-5.9667,2.4205553585078768e-09,2,2
ARFGAP2,Nerve_Tibial,DR,0.5461,0.5849989116901909,2,2
ARFGAP3,Nerve_Tibial,DR,-5.1282,2.925289035391672e-07,2,1
ARFGEF2,Nerve_Tibial,DR,-0.7269,0.4672858057934609,1,1
ARHGAP1,Nerve_Tibial,DR,-2.3635,0.018102283971462275,2,2
ARIH2,Nerve_Tibial,DR,-1.4011,0.16117609546875686,1,1
ARL1,Nerve_Tibial,DR,2.1036,0.03540949029234036,2,1
ARL14EP,Nerve_Tibial,DR,2.2161,0.026687097995979472,3,3
ARL6IP1,Nerve_Tibial,DR,-2.8079,0.004986956992622739,2,2
ARL8B,Nerve_Tibial,DR,-6.878,6.069655560484628e-12,3,3
ARMC1,Nerve_Tibial,DR,-1.0327,0.3017620357701851,2,2
ARNT,Nerve_Tibial,DR,0.3542,0.7231592134757829,3,2
ARPC2,Nerve_Tibial,DR,0.3809,0.7032502159994385,1,1
ARPP19,Nerve_Tibial,DR,24.8723,1.4830238070888273e-136,2,2
ASNSD1,Nerve_Tibial,DR,5.5388,3.045233592873459e-08,2,2
ASXL1,Nerve_Tibial,DR,0.6998,0.4840325825001999,1,1
ATF6,Nerve_Tibial,DR,0.0181,0.9855698693349779,2,2
ATF6B,Nerve_Tibial,DR,104.4445,0.0,2,1
ATG101,Nerve_Tibial,DR,-1.0681,0.2854935386420886,1,1
ATG3,Nerve_Tibial,DR,7.9767,1.5026850169063314e-15,1,1
B4GALT7,Nerve_Tibial,DR,-3.8864,0.00010172953327940128,3,3
BANF1,Nerve_Tibial,DR,-1.918,0.05510489653874417,3,3
BAZ1B,Nerve_Tibial,DR,-10.3359,4.850775810620293e-25,1,1
BCKDK,Nerve_Tibial,DR,1.3835,0.16652251857351108,2,2
BFAR,Nerve_Tibial,DR,24.9377,2.9008370373431167e-137,1,1
BLOC1S2,Nerve_Tibial,DR,14.1915,1.0347320148265864e-45,3,3
BOD1,Nerve_Tibial,DR,2.8421,0.004481313567041761,2,2
BORCS7,Nerve_Tibial,DR,1.1223,0.26173858041448034,2,2
BRD3,Nerve_Tibial,DR,0.6081,0.5431172621662297,3,1
BRD4,Nerve_Tibial,DR,1.6761,0.09371367758210221,1,1
BRK1,Nerve_Tibial,DR,-4.366,1.2656612469519842e-05,2,2
BSDC1,Nerve_Tibial,DR,14.0176,1.2173774409629383e-44,1,1
BTBD1,Nerve_Tibial,DR,-2.2598,0.02383352640776832,2,2
BUD31,Nerve_Tibial,DR,0.6391,0.5227895308857169,2,2
BZW1,Nerve_Tibial,DR,-3.214,0.00130922086564969,1,1
C11ORF98,Nerve_Tibial,DR,0.4971,0.6191173201540179,1,1
C6ORF120,Nerve_Tibial,DR,0.4971,0.6191007799271374,2,2
C9ORF78,Nerve_Tibial,DR,1.6119,0.10698347313779343,2,2
CACTIN,Nerve_Tibial,DR,-1.5562,0.11965178132223062,2,2
CALR,Nerve_Tibial,DR,-2.1077,0.03505794289536456,1,1
CAND1,Nerve_Tibial,DR,2.3367,0.019454317644494054,2,2
CASC3,Nerve_Tibial,DR,-16.7002,1.3053884622386677e-62,5,3
CBX1,Nerve_Tibial,DR,9.1582,5.27755904491214e-20,2,2
CBY1,Nerve_Tibial,DR,-16.7217,9.106929912145785e-63,2,1
CCAR2,Nerve_Tibial,DR,0.4408,0.6593724207882032,2,2
CCDC124,Nerve_Tibial,DR,-0.2202,0.8257313637825844,5,4
CCDC50,Nerve_Tibial,DR,0.1732,0.8625178081039059,3,3
CCDC97,Nerve_Tibial,DR,-6.6547,2.8390473317044558e-11,2,2
CCNK,Nerve_Tibial,DR,-0.8119,0.4168313626200047,1,1
CCZ1,Nerve_Tibial,DR,0.3257,0.7446813591938761,7,5
CD2BP2,Nerve_Tibial,DR,-0.4412,0.6590895149926022,1,1
CDC16,Nerve_Tibial,DR,0.1914,0.8482484573433409,3,3
CDC26,Nerve_Tibial,DR,-4.9052,9.332420724579104e-07,3,3
CDC37L1,Nerve_Tibial,DR,-2.829,0.00466942244719203,4,4
CDC42,Nerve_Tibial,DR,5.8788,4.13373629087347e-09,2,1
CDC42SE1,Nerve_Tibial,DR,5.4077,6.38226890835162e-08,2,1
CDC5L,Nerve_Tibial,DR,-21.4284,7.266681086963763e-102,2,2
CDKN1B,Nerve_Tibial,DR,-1.4195,0.15574629873460039,1,1
CEBPZOS,Nerve_Tibial,DR,0.8144,0.4154212481071875,2,2
CFDP1,Nerve_Tibial,DR,-1.4248,0.15421422540733637,3,2
CFL1,Nerve_Tibial,DR,0.6317,0.5276134084604043,1,1
CGGBP1,Nerve_Tibial,DR,6.0038,1.9278803651205016e-09,2,2
CHMP2A,Nerve_Tibial,DR,-4.3985,1.0897790200080807e-05,2,2
CHMP2B,Nerve_Tibial,DR,4.5108,6.459491830705126e-06,3,3
CHMP3,Nerve_Tibial,DR,-0.0128,0.9897958945062154,3,3
CHMP4B,Nerve_Tibial,DR,-0.1032,0.917780944766269,1,1
CHMP6,Nerve_Tibial,DR,-1.1581,0.24680333547966907,2,2
CLNS1A,Nerve_Tibial,DR,1.9273,0.05394271065602251,1,1
CLPP,Nerve_Tibial,DR,-64.6451,0.0,2,2
CMPK1,Nerve_Tibial,DR,-2.584,0.009765956077818655,2,2
CNBP,Nerve_Tibial,DR,0.8057,0.4204323637686182,1,1
CNOT11,Nerve_Tibial,DR,11.3059,1.2268614542952982e-29,2,2
CNPPD1,Nerve_Tibial,DR,-7.1349,9.684749017992202e-13,3,3
COG3,Nerve_Tibial,DR,-0.3664,0.7141007423047547,2,1
COG7,Nerve_Tibial,DR,-3.1282,0.0017589991757445884,1,1
COMMD7,Nerve_Tibial,DR,1.3544,0.17561168424565826,1,1
COMT,Nerve_Tibial,DR,-7.2531,4.0723805120890894e-13,4,4
COPA,Nerve_Tibial,DR,0.4467,0.6551152901035573,2,2
COPE,Nerve_Tibial,DR,1.6968,0.08972538946186798,1,1
COPS6,Nerve_Tibial,DR,9.3739,6.990372689211563e-21,2,1
COQ5,Nerve_Tibial,DR,-4.8332,1.343401071972537e-06,4,3
COX15,Nerve_Tibial,DR,-2.745,0.006051050299546699,1,1
COX17,Nerve_Tibial,DR,-6.4205,1.357880946387506e-10,3,3
CREBBP,Nerve_Tibial,DR,0.7306,0.4650143807671908,1,1
CRK,Nerve_Tibial,DR,-8.4627,2.6131807110747393e-17,2,2
CRTC3,Nerve_Tibial,DR,-13.4958,1.6565145224299384e-41,2,2
CSNK1A1,Nerve_Tibial,DR,2.2823,0.022471930321772596,1,1
CSNK1D,Nerve_Tibial,DR,2.5492,0.010798261195544634,2,1
CSNK2A2,Nerve_Tibial,DR,-2.8302,0.00465205138735489,1,1
CSNK2B,Nerve_Tibial,DR,-17.9161,8.824676511174773e-72,1,1
CTBP1,Nerve_Tibial,DR,1.6337,0.10231714924892815,3,2
CTDNEP1,Nerve_Tibial,DR,-0.7552,0.4501522283837119,1,1
CTNNB1,Nerve_Tibial,DR,-0.1263,0.899468444050132,1,1
CUL1,Nerve_Tibial,DR,-2.6757,0.007457759153230787,1,1
CUL3,Nerve_Tibial,DR,1.7622,0.07803882713543048,1,1
CYB5B,Nerve_Tibial,DR,-3.4439,0.000573287880016476,2,2
DAD1,Nerve_Tibial,DR,-3.082,0.0020560846190067934,1,1
DARS,Nerve_Tibial,DR,17.6108,2.0360819627126747e-69,2,2
DCAF15,Nerve_Tibial,DR,-0.1403,0.8884236497756632,1,1
DCTN2,Nerve_Tibial,DR,3.7145,0.00020360388354030324,1,1
DCTN4,Nerve_Tibial,DR,1.0442,0.29637761651554695,1,1
DEAF1,Nerve_Tibial,DR,-2.4196,0.01553791541395883,1,1
DENND6A,Nerve_Tibial,DR,-10.9331,8.008148439093752e-28,3,3
DNAJA1,Nerve_Tibial,DR,-0.7969,0.4254976947242445,3,1
DNAJA2,Nerve_Tibial,DR,-4.2977,1.7258484843092764e-05,1,1
DNAJA3,Nerve_Tibial,DR,-1.3554,0.17529750580736958,2,2
DNAJB6,Nerve_Tibial,DR,2.2779,0.022731721157197432,3,3
DNAJC3,Nerve_Tibial,DR,-0.3988,0.6900645978356602,2,2
DNAJC4,Nerve_Tibial,DR,8.3521,6.704212816071379e-17,2,2
DNAJC8,Nerve_Tibial,DR,-4.2417,2.218305254306734e-05,2,1
DNAJC9,Nerve_Tibial,DR,-8.7129,2.960802023760669e-18,1,1
DNLZ,Nerve_Tibial,DR,36.7781,4.136812768504957e-296,5,2
DNTTIP1,Nerve_Tibial,DR,2.6493,0.008065781660791096,2,2
DYNC1LI1,Nerve_Tibial,DR,-3.037,0.002389241351637146,3,1
DYNLRB1,Nerve_Tibial,DR,0.8266,0.4084649269348052,2,1
E2F4,Nerve_Tibial,DR,0.2864,0.7746013347472298,2,2
EAPP,Nerve_Tibial,DR,-1.4969,0.1344078031586834,1,1
EGLN2,Nerve_Tibial,DR,12.789,1.8899843223795554e-37,3,2
ELOF1,Nerve_Tibial,DR,-0.0156,0.9875626656435259,1,1
EMC2,Nerve_Tibial,DR,1.5868,0.11256568164751704,2,2
EMC4,Nerve_Tibial,DR,3.4237,0.0006177797930993909,2,2
EMC6,Nerve_Tibial,DR,-1.7992,0.07198988916965962,1,1
EMC7,Nerve_Tibial,DR,-0.0235,0.9812670089265875,2,2
EMC8,Nerve_Tibial,DR,-0.3396,0.734139339331898,1,1
EPN1,Nerve_Tibial,DR,-3.6635,0.00024875182423916413,2,1
ERGIC1,Nerve_Tibial,DR,-2.1208,0.03394042619649969,2,2
ERGIC3,Nerve_Tibial,DR,-1.2012,0.2296860780185117,1,1
ERH,Nerve_Tibial,DR,1.0691,0.2850217020937884,2,2
ERI3,Nerve_Tibial,DR,-1.1634,0.24467543948248105,1,1
ERP29,Nerve_Tibial,DR,19.9042,3.7424212710342956e-88,1,1
ETF1,Nerve_Tibial,DR,2.685,0.007252030109950403,1,1
FAM122A,Nerve_Tibial,DR,7.5246,5.2869621528286805e-14,1,1
FAM160B1,Nerve_Tibial,DR,0.532,0.5947355127020695,1,1
FAM192A,Nerve_Tibial,DR,8.6026,7.791360252598082e-18,3,3
FAM20B,Nerve_Tibial,DR,-1.5913,0.1115458981978626,3,3
FBL,Nerve_Tibial,DR,2.1624,0.03058979012620416,1,1
FBXL3,Nerve_Tibial,DR,-5.3672,7.994691962897717e-08,1,1
FBXO28,Nerve_Tibial,DR,0.5582,0.5767389631633586,1,1
FBXO42,Nerve_Tibial,DR,0.9377,0.34839153259237565,1,1
FBXW4,Nerve_Tibial,DR,-1.0276,0.3041308559918476,1,1
FCF1,Nerve_Tibial,DR,4.0674,4.7548544576736285e-05,2,1
FIBP,Nerve_Tibial,DR,-1.672,0.09452690770222617,1,1
FIS1,Nerve_Tibial,DR,5.58,2.404736534515928e-08,1,1
FLCN,Nerve_Tibial,DR,-0.9628,0.33562865028849004,3,3
FRG1,Nerve_Tibial,DR,2.2131,0.026891778319471704,2,1
FTSJ3,Nerve_Tibial,DR,0.9853,0.32448295007503325,2,2
FUBP3,Nerve_Tibial,DR,12.1277,7.5308400909651174e-34,2,2
G6PC3,Nerve_Tibial,DR,2.2647,0.023533737023186646,2,1
GABARAPL2,Nerve_Tibial,DR,-1.7723,0.0763480419218567,2,1
GATAD1,Nerve_Tibial,DR,-2.2545,0.024166837494112452,5,3
GATAD2B,Nerve_Tibial,DR,1.6166,0.10595851454958277,2,1
GBF1,Nerve_Tibial,DR,-6.6468,2.9946250228803163e-11,1,1
GDI2,Nerve_Tibial,DR,-2.8211,0.004785669952532811,1,1
GID8,Nerve_Tibial,DR,0.1709,0.8643023516763152,3,3
GLE1,Nerve_Tibial,DR,15.0797,2.2021662310136318e-51,3,3
GNB1,Nerve_Tibial,DR,0.393,0.6943210401376059,1,1
GNL2,Nerve_Tibial,DR,-0.2111,0.8327968883567745,1,1
GNPAT,Nerve_Tibial,DR,-0.8077,0.41925205950482436,2,2
GNPTG,Nerve_Tibial,DR,6.6706,2.5478611746670392e-11,4,3
GOLGA3,Nerve_Tibial,DR,-15.5428,1.7808843766618257e-54,3,3
GOLGA4,Nerve_Tibial,DR,11.2509,2.2913727723389122e-29,1,1
GOLPH3,Nerve_Tibial,DR,-6.0777,1.2194275762515611e-09,1,1
GORASP2,Nerve_Tibial,DR,1.637,0.10162667595382847,1,1
GOSR2,Nerve_Tibial,DR,-2.8341,0.0045954743408160555,2,2
GPBP1,Nerve_Tibial,DR,-2.6295,0.008550427988756219,1,1
GPI,Nerve_Tibial,DR,-0.3436,0.7311620302743014,1,1
GSK3A,Nerve_Tibial,DR,-15.4975,3.608089938612568e-54,1,1
GSPT1,Nerve_Tibial,DR,-7.5464,4.476065599321082e-14,1,1
GSTO1,Nerve_Tibial,DR,-4.5025,6.715574106191878e-06,2,2
GTF2E2,Nerve_Tibial,DR,-1.5884,0.11219206366710158,1,1
GTF2F1,Nerve_Tibial,DR,4.6292,3.6709492445733056e-06,3,3
GTF2F2,Nerve_Tibial,DR,1.3994,0.16170631068923794,1,1
GTF3A,Nerve_Tibial,DR,3.1021,0.0019215343042937496,1,1
GTF3C3,Nerve_Tibial,DR,6.2912,3.1504780809504376e-10,2,2
GTF3C6,Nerve_Tibial,DR,0.4017,0.6879090601861162,1,1
GTPBP1,Nerve_Tibial,DR,-42.7391,0.0,2,2
GUK1,Nerve_Tibial,DR,-0.7811,0.4347545472062346,2,2
HAT1,Nerve_Tibial,DR,0.9164,0.359444649871781,1,1
HDLBP,Nerve_Tibial,DR,4.2366,2.2692191998920972e-05,3,2
HERPUD2,Nerve_Tibial,DR,-1.1925,0.23306888402497605,1,1
HGS,Nerve_Tibial,DR,-4.9823,6.284793341064996e-07,1,1
HINT1,Nerve_Tibial,DR,-0.5416,0.588096222372885,2,2
HIPK1,Nerve_Tibial,DR,-8.0263,1.0042775801469059e-15,2,2
HMGXB3,Nerve_Tibial,DR,-3.0648,0.0021778411673911862,2,2
HNRNPM,Nerve_Tibial,DR,-0.1803,0.856885228130765,2,1
HP1BP3,Nerve_Tibial,DR,-9.4088,5.018515357301704e-21,1,1
HSBP1,Nerve_Tibial,DR,-1.8967,0.05786301406325202,2,2
HSF1,Nerve_Tibial,DR,-7.3155,2.563410025398468e-13,1,1
HTT,Nerve_Tibial,DR,0.8386,0.4017207458577271,2,1
IER3IP1,Nerve_Tibial,DR,-0.5883,0.5563542849853886,1,1
IK,Nerve_Tibial,DR,-7.9303,2.1870473559025436e-15,2,2
ILKAP,Nerve_Tibial,DR,-2.8181,0.004830274532052849,1,1
INTS10,Nerve_Tibial,DR,0.3588,0.7197802752186246,2,1
INTS12,Nerve_Tibial,DR,6.055,1.4038921844059757e-09,1,1
IPO8,Nerve_Tibial,DR,1.4242,0.15438800085032192,3,3
IPO9,Nerve_Tibial,DR,-1.1543,0.24838935373646576,1,1
ITCH,Nerve_Tibial,DR,-0.9154,0.35998807495522245,1,1
IWS1,Nerve_Tibial,DR,1.674,0.0941214913439921,1,1
JAGN1,Nerve_Tibial,DR,1.0727,0.28339710053013734,2,2
JAK1,Nerve_Tibial,DR,-1.1187,0.26327677814883244,2,2
KARS,Nerve_Tibial,DR,4.3025,1.6888919805825908e-05,2,1
KAT8,Nerve_Tibial,DR,-1.6117,0.10703187245019352,3,3
KBTBD2,Nerve_Tibial,DR,-5.4889,4.045571600819373e-08,2,2
KCMF1,Nerve_Tibial,DR,-0.0599,0.952207428544608,1,1
KCTD20,Nerve_Tibial,DR,-2.7274,0.006383983351339151,5,3
KDELR2,Nerve_Tibial,DR,0.1611,0.8719779266253793,3,2
KDM1A,Nerve_Tibial,DR,3.2797,0.001039022442815454,1,1
KDM4B,Nerve_Tibial,DR,-8.5334,1.4207258706276073e-17,1,1
KHSRP,Nerve_Tibial,DR,-2.7542,0.005883315481306908,1,1
KIF1BP,Nerve_Tibial,DR,1.8753,0.0607480276538077,2,1
KPNA1,Nerve_Tibial,DR,-2.3594,0.018306141803490644,2,1
KPNA3,Nerve_Tibial,DR,0.2121,0.832046094927769,2,2
KPNA4,Nerve_Tibial,DR,-0.684,0.49399768819834317,2,2
KPNA6,Nerve_Tibial,DR,-3.7107,0.00020667894498298785,1,1
KXD1,Nerve_Tibial,DR,5.7013,1.188795971441501e-08,2,1
LAMTOR5,Nerve_Tibial,DR,-0.9418,0.34630194020877214,3,2
LARP4B,Nerve_Tibial,DR,-2.4525,0.01418556378248564,2,1
LDB1,Nerve_Tibial,DR,-0.2612,0.7939546016607201,1,1
LEMD2,Nerve_Tibial,DR,-11.1024,1.2210664592076496e-28,4,4
LENG1,Nerve_Tibial,DR,-10.178,2.4864154489472094e-24,3,2
LENG8,Nerve_Tibial,DR,-2.1533,0.031296710404419004,1,1
LMAN2,Nerve_Tibial,DR,0.3966,0.691683392327953,2,2
LMF2,Nerve_Tibial,DR,1.7077,0.08769463059261112,4,4
LONP1,Nerve_Tibial,DR,1.8725,0.061137729213602714,3,2
LRPAP1,Nerve_Tibial,DR,0.0592,0.9527846825963786,2,1
LSM12,Nerve_Tibial,DR,-6.6477,2.9779812558690866e-11,2,2
LSM14A,Nerve_Tibial,DR,-9.9658,2.152051686783264e-23,1,1
LSM14B,Nerve_Tibial,DR,-1.3283,0.18409242351228317,2,2
MAN1A2,Nerve_Tibial,DR,3.0831,0.002048400051199899,3,3
MAP2K1,Nerve_Tibial,DR,5.0518,4.3770442874483374e-07,2,1
MAP2K2,Nerve_Tibial,DR,-12.4871,8.775891669061457e-36,2,2
MAPK1,Nerve_Tibial,DR,0.7524,0.4518272233924188,2,2
MAPK1IP1L,Nerve_Tibial,DR,0.5306,0.5957019209366636,1,1
MAPRE1,Nerve_Tibial,DR,1.2596,0.20780306914224544,2,2
MARCH5,Nerve_Tibial,DR,0.2838,0.7765974302520953,1,1
MAX,Nerve_Tibial,DR,2.4294,0.015123498559268944,1,1
MCMBP,Nerve_Tibial,DR,3.1839,0.0014530163302644361,2,1
MCRS1,Nerve_Tibial,DR,-1.1693,0.24229022877079306,1,1
MEA1,Nerve_Tibial,DR,-1.5235,0.12762451736135333,1,1
MED10,Nerve_Tibial,DR,0.8229,0.4105928092375693,2,2
MED21,Nerve_Tibial,DR,5.2,1.9926512287716466e-07,3,3
MED25,Nerve_Tibial,DR,2.4778,0.01322085114879875,1,1
MED4,Nerve_Tibial,DR,4.1876,2.8194400548139173e-05,2,1
MED9,Nerve_Tibial,DR,2.2241,0.02614414830656387,1,1
METTL9,Nerve_Tibial,DR,4.8034,1.5601093946366957e-06,2,1
MFSD14A,Nerve_Tibial,DR,10.3141,6.081954938228888e-25,1,1
MGRN1,Nerve_Tibial,DR,-1.9526,0.05087153813239508,2,1
MKRN2,Nerve_Tibial,DR,5.6005,2.1369197941423762e-08,2,2
MLEC,Nerve_Tibial,DR,-16.3579,3.822008785319511e-60,3,3
MLF2,Nerve_Tibial,DR,-0.2746,0.7836149256746295,2,2
MORC2,Nerve_Tibial,DR,-2.2204,0.026391404200255635,2,2
MPHOSPH10,Nerve_Tibial,DR,-3.0851,0.0020348075573346463,1,1
MRTO4,Nerve_Tibial,DR,3.6218,0.00029261629884809985,3,3
MSL1,Nerve_Tibial,DR,4.0641,4.8210012356167434e-05,1,1
MSL2,Nerve_Tibial,DR,1.1516,0.24948125826151407,2,2
MTCH1,Nerve_Tibial,DR,0.1914,0.8482487828349985,3,3
MTDH,Nerve_Tibial,DR,9.0563,1.3494038199798948e-19,1,1
MYCBP2,Nerve_Tibial,DR,6.9976,2.604553659478179e-12,1,1
MYDGF,Nerve_Tibial,DR,9.7017,2.9637129383427946e-22,2,2
NACA,Nerve_Tibial,DR,-1.4271,0.1535592542655975,2,2
NAP1L1,Nerve_Tibial,DR,-0.379,0.7046964723829227,1,1
NAP1L4,Nerve_Tibial,DR,-2.0202,0.04335756239092189,2,2
NAPA,Nerve_Tibial,DR,3.0544,0.002255188985155699,2,1
NAPG,Nerve_Tibial,DR,-1.8708,0.061377051798679756,3,3
NARS,Nerve_Tibial,DR,-1.0816,0.2794520815217287,1,1
NCBP1,Nerve_Tibial,DR,2.204,0.027525640493942054,2,2
NDUFAF2,Nerve_Tibial,DR,-5.4711,4.472214601109749e-08,2,2
NDUFB8,Nerve_Tibial,DR,4.4871,7.21864135025939e-06,1,1
NELFB,Nerve_Tibial,DR,-3.7727,0.00016146739299209803,2,2
NFYB,Nerve_Tibial,DR,0.3548,0.7227418326024377,1,1
NGDN,Nerve_Tibial,DR,-1.2624,0.20682067812219204,2,2
NMD3,Nerve_Tibial,DR,2.378,0.01740860389485006,2,1
NOP9,Nerve_Tibial,DR,5.582,2.377578148565594e-08,1,1
NOSIP,Nerve_Tibial,DR,3.0783,0.002081786241393621,1,1
NPEPPS,Nerve_Tibial,DR,3.0266,0.0024729904147350336,3,3
NPLOC4,Nerve_Tibial,DR,4.8198,1.4370962050308e-06,4,2
NRBP1,Nerve_Tibial,DR,-1.4919,0.13572038878542056,1,1
NSA2,Nerve_Tibial,DR,-8.9661,3.0711310897830164e-19,2,2
NSMCE1,Nerve_Tibial,DR,-3.0112,0.0026018731174897555,2,2
NSMCE4A,Nerve_Tibial,DR,-4.8187,1.4447328302729915e-06,3,3
NUCKS1,Nerve_Tibial,DR,-0.7263,0.46766336424818483,1,1
NUDC,Nerve_Tibial,DR,20.5808,4.075954411687946e-94,3,1
NUDT16L1,Nerve_Tibial,DR,1.7577,0.07879574529769519,1,1
NUDT21,Nerve_Tibial,DR,4.2458,2.1778924393025454e-05,2,2
NUDT9,Nerve_Tibial,DR,-1.1462,0.2517188626716732,1,1
NUFIP2,Nerve_Tibial,DR,1.1391,0.25464392480869824,2,2
NUMA1,Nerve_Tibial,DR,1.972,0.04861166021223223,2,2
NUP133,Nerve_Tibial,DR,1.8744,0.060878706370627055,2,2
NUS1,Nerve_Tibial,DR,-4.5917,4.397494490712319e-06,1,1
OS9,Nerve_Tibial,DR,2.8984,0.0037502067515371267,1,1
OTUB1,Nerve_Tibial,DR,3.4873,0.00048789352842939197,2,2
OXSR1,Nerve_Tibial,DR,-9.5678,1.0919792513370198e-21,2,2
PA2G4,Nerve_Tibial,DR,1.0129,0.31110225392670526,1,1
PACS1,Nerve_Tibial,DR,0.335,0.7376500055567734,1,1
PACSIN2,Nerve_Tibial,DR,7.7172,1.1893563922809275e-14,2,2
PAF1,Nerve_Tibial,DR,0.9557,0.3392149964578431,1,1
PAFAH1B1,Nerve_Tibial,DR,-7.5271,5.1880746422962176e-14,2,1
PAFAH1B2,Nerve_Tibial,DR,9.9925,1.6437770707362796e-23,3,2
PARK7,Nerve_Tibial,DR,0.0673,0.9463646841750079,3,3
PARN,Nerve_Tibial,DR,-10.7304,7.325823307519219e-27,2,1
PARP1,Nerve_Tibial,DR,-0.0247,0.9802571261948374,3,3
PATL1,Nerve_Tibial,DR,88.2969,0.0,2,2
PCGF3,Nerve_Tibial,DR,4.6184,3.8666540441552115e-06,4,4
PCIF1,Nerve_Tibial,DR,-0.4023,0.6874419503533828,1,1
PCMT1,Nerve_Tibial,DR,-1.7964,0.0724385514859697,3,2
PCMTD2,Nerve_Tibial,DR,-5.0206,5.150310823580321e-07,4,4
PCYOX1,Nerve_Tibial,DR,6.7396,1.5884003048951946e-11,1,1
PDAP1,Nerve_Tibial,DR,-7.6895,1.477008965164993e-14,1,1
PFDN2,Nerve_Tibial,DR,-2.6865,0.007221540526170352,1,1
PGAM5,Nerve_Tibial,DR,-1.3389,0.18060227354921637,3,3
PGRMC2,Nerve_Tibial,DR,4.2606,2.0389236167687875e-05,2,2
PHF12,Nerve_Tibial,DR,-5.0892,3.596472803750142e-07,1,1
PHRF1,Nerve_Tibial,DR,-5.8954,3.738041940942303e-09,3,1
PIGH,Nerve_Tibial,DR,15.0577,3.072243962428138e-51,3,2
PMPCA,Nerve_Tibial,DR,-5.3594,8.348041579173876e-08,2,2
PNO1,Nerve_Tibial,DR,1.6698,0.09495358790944936,1,1
POFUT1,Nerve_Tibial,DR,2.5733,0.010073510609918235,2,1
POLD2,Nerve_Tibial,DR,1022.2342,0.0,3,3
POLE3,Nerve_Tibial,DR,1.7621,0.07805229033932867,1,1
POLR2C,Nerve_Tibial,DR,-1.0533,0.29220089045807607,2,2
POLR2K,Nerve_Tibial,DR,-1.0357,0.30034084005655715,1,1
POP7,Nerve_Tibial,DR,2.7458,0.006036809127158638,1,1
PPID,Nerve_Tibial,DR,0.7197,0.4716891122219683,2,2
PPP1R11,Nerve_Tibial,DR,3.7482,0.00017812156499133299,3,2
PPP1R37,Nerve_Tibial,DR,1.893,0.05835570289783081,2,2
PPP2CB,Nerve_Tibial,DR,28.2708,7.911797831428348e-176,2,2
PPP2R5A,Nerve_Tibial,DR,-8.2233,1.979506686644726e-16,3,3
PPP2R5E,Nerve_Tibial,DR,2.4885,0.012826979933388681,2,2
PPP5C,Nerve_Tibial,DR,-2.5617,0.010415958923697054,3,3
PPP6C,Nerve_Tibial,DR,0.941,0.346682882244849,1,1
PPP6R1,Nerve_Tibial,DR,-5.5826,2.3692141509013167e-08,3,3
PPP6R2,Nerve_Tibial,DR,-0.0442,0.9647224744178566,2,2
PPT1,Nerve_Tibial,DR,-2.2677,0.02334909376967452,2,1
PPTC7,Nerve_Tibial,DR,-9.789,1.2557304900567933e-22,1,1
PRCC,Nerve_Tibial,DR,-3.5868,0.0003348217823066508,2,1
PRDM4,Nerve_Tibial,DR,-1.6067,0.10812418363861079,3,3
