gene,tissue,trait,zscore,pvalue,n_snps_model,n_snps_matched
ARSK,Nerve_Tibial,DPN,-3.9101,9.226522876784096e-05,2,2
ASAH2B,Nerve_Tibial,DPN,-0.7644,0.44462148426057624,3,3
ASB1,Nerve_Tibial,DPN,3.5689,0.00035850353531742237,2,2
AZI2,Nerve_Tibial,DPN,1.7745,0.07598848209657257,2,2
BAG5,Nerve_Tibial,DPN,-1.8399,0.06577603388510787,1,1
BAIAP2L2,Nerve_Tibial,DPN,-1.6025,0.10903438511164931,3,1
BANF1,Nerve_Tibial,DPN,0.601,0.5478348493742446,3,3
BBS2,Nerve_Tibial,DPN,-4.1157,3.86061251937391e-05,3,3
BCAP29,Nerve_Tibial,DPN,4.7654,1.8846865854490355e-06,3,2
BCAS2,Nerve_Tibial,DPN,4.9483,7.485670392942564e-07,1,1
BDP1,Nerve_Tibial,DPN,0.9422,0.3461094707300047,3,3
BEND5,Nerve_Tibial,DPN,7.5511,4.315463463211309e-14,1,1
BPI,Nerve_Tibial,DPN,3.9367,8.261985276761526e-05,3,2
BRIP1,Nerve_Tibial,DPN,-1.0663,0.2863010128457134,3,3
BTBD19,Nerve_Tibial,DPN,-4.2373,2.2622672934399117e-05,1,1
C12ORF49,Nerve_Tibial,DPN,-2.0206,0.043319596856288514,2,1
C19ORF18,Nerve_Tibial,DPN,0.1781,0.8586170749490991,3,2
C1ORF123,Nerve_Tibial,DPN,-0.7664,0.44341207196998067,2,1
C2CD2,Nerve_Tibial,DPN,-4.1638,3.129586645033951e-05,3,2
C2ORF69,Nerve_Tibial,DPN,4.5654,4.98585564985538e-06,1,1
C3ORF20,Nerve_Tibial,DPN,-2.6085,0.009094837486399778,1,1
C3ORF38,Nerve_Tibial,DPN,1.8475,0.06466931335280227,1,1
C4ORF32,Nerve_Tibial,DPN,-3.2441,0.0011781307105624868,1,1
C5ORF15,Nerve_Tibial,DPN,2.8246,0.004734308230090189,2,1
CA11,Nerve_Tibial,DPN,4.2021,2.644484780659096e-05,2,2
CA8,Nerve_Tibial,DPN,1.6374,0.10155689161000689,2,2
CACUL1,Nerve_Tibial,DPN,-1.0516,0.2930022099541107,3,2
CAPZA2,Nerve_Tibial,DPN,0.7575,0.44872713892143123,2,2
CARM1,Nerve_Tibial,DPN,0.6559,0.5118712731174724,2,2
CASC4,Nerve_Tibial,DPN,0.097,0.9226901460684576,1,1
CBX1,Nerve_Tibial,DPN,-1.1176,0.2637216877229444,2,2
CBX6,Nerve_Tibial,DPN,4.3978,1.0937415378727119e-05,2,2
CCDC6,Nerve_Tibial,DPN,-23.4734,7.626677555808402e-122,1,1
CCDC80,Nerve_Tibial,DPN,6.2817,3.348897912277861e-10,2,2
CCL4,Nerve_Tibial,DPN,-3.0829,0.0020496927738240145,1,1
CD5,Nerve_Tibial,DPN,2.0032,0.04515777143410466,1,1
CD72,Nerve_Tibial,DPN,-0.5034,0.6146599875641741,1,1
CDC37L1-AS1,Nerve_Tibial,DPN,1.264,0.20623076896148154,2,2
CDC42,Nerve_Tibial,DPN,1.9985,0.04566085235521691,2,1
CDC7,Nerve_Tibial,DPN,0.3121,0.7549818019823469,2,2
CDH13,Nerve_Tibial,DPN,-0.2853,0.7753986868831386,1,1
CDHR1,Nerve_Tibial,DPN,-0.0935,0.9255063098981128,2,2
CDK11B,Nerve_Tibial,DPN,-4.2549,2.091624471169676e-05,2,1
CDS1,Nerve_Tibial,DPN,-4.0376,5.400641090629072e-05,2,1
CES3,Nerve_Tibial,DPN,0.513,0.607952258116321,1,1
CFDP1,Nerve_Tibial,DPN,-0.2648,0.7911910727464694,3,2
CHML,Nerve_Tibial,DPN,2.6753,0.007467288238447651,3,2
CHMP2A,Nerve_Tibial,DPN,-2.4993,0.012442865422787833,2,2
CHRNE,Nerve_Tibial,DPN,9.1469,5.858487501319291e-20,2,2
CISD3,Nerve_Tibial,DPN,1.151,0.2497257867355667,2,2
CITED2,Nerve_Tibial,DPN,1.6743,0.09406619436523557,1,1
CLEC10A,Nerve_Tibial,DPN,2.9861,0.00282542185013244,1,1
CLEC2D,Nerve_Tibial,DPN,-7.6487,2.0303561748917254e-14,5,5
CLECL1,Nerve_Tibial,DPN,1.6349,0.10207063506338757,2,1
CLIP4,Nerve_Tibial,DPN,-2.1805,0.02922331465465751,1,1
CLN3,Nerve_Tibial,DPN,-1.078,0.28101812726632747,1,1
COL6A2,Nerve_Tibial,DPN,-23.0724,8.764747320349989e-118,4,4
COL7A1,Nerve_Tibial,DPN,0.826,0.4088064002719669,1,1
CPNE3,Nerve_Tibial,DPN,2.4106,0.015924718340209785,3,2
CPSF2,Nerve_Tibial,DPN,5.875,4.2289911050401106e-09,3,2
CRACR2B,Nerve_Tibial,DPN,1.2468,0.21246013839799063,3,2
CRYGS,Nerve_Tibial,DPN,6.3118,2.758838084072113e-10,3,3
CTBS,Nerve_Tibial,DPN,15.8623,1.1565595239906483e-56,3,3
CTD-2081C10.7,Nerve_Tibial,DPN,3.3051,0.0009495894183306901,1,1
CTD-3116E22.8,Nerve_Tibial,DPN,1.7069,0.08783999584778507,2,2
CYB5R3,Nerve_Tibial,DPN,-3.6242,0.00028989002185934973,4,3
DAPP1,Nerve_Tibial,DPN,1.7217,0.08512569991774331,2,2
DBF4B,Nerve_Tibial,DPN,0.2616,0.7935937418888778,3,3
DCTD,Nerve_Tibial,DPN,1.2472,0.21230727747811673,4,3
DCTN5,Nerve_Tibial,DPN,-5.6242,1.863584226863959e-08,3,2
DDHD1,Nerve_Tibial,DPN,5.1491,2.6167313817005255e-07,2,2
DDIAS,Nerve_Tibial,DPN,1.7227,0.08493770442574049,2,2
DEGS2,Nerve_Tibial,DPN,-2.9495,0.0031825745345916115,2,1
DENND5A,Nerve_Tibial,DPN,2.0062,0.04483113803460377,1,1
DMXL1,Nerve_Tibial,DPN,-2.3626,0.018145976896814513,2,1
DNAJC15,Nerve_Tibial,DPN,-4.3109,1.625893793781404e-05,1,1
DNAJC9,Nerve_Tibial,DPN,5.5627,2.6566316821170337e-08,1,1
DNAL4,Nerve_Tibial,DPN,-3.1105,0.001867644484146295,3,2
DZIP1L,Nerve_Tibial,DPN,-3.308,0.0009397487101888238,4,3
EBLN2,Nerve_Tibial,DPN,-0.2516,0.8013385188402413,1,1
ECHDC3,Nerve_Tibial,DPN,-2.8743,0.004049454722698874,5,5
EEPD1,Nerve_Tibial,DPN,-0.4365,0.662445486400644,2,1
EHMT1,Nerve_Tibial,DPN,0.2094,0.8341596834552516,1,1
EMC2,Nerve_Tibial,DPN,-0.2768,0.7819278875668418,2,2
EMG1,Nerve_Tibial,DPN,1.9784,0.04788607679223076,2,2
EPB41L4A-AS1,Nerve_Tibial,DPN,3.1799,0.0014733158886139752,1,1
EPG5,Nerve_Tibial,DPN,0.8584,0.3906864355989755,1,1
EPOP,Nerve_Tibial,DPN,-2.1624,0.030589337012639956,2,2
EPS8,Nerve_Tibial,DPN,2.0985,0.035859465169170025,1,1
EXOSC8,Nerve_Tibial,DPN,1.0666,0.2861376053760888,1,1
FADS3,Nerve_Tibial,DPN,-3.0939,0.0019753144321112137,5,5
FAM117B,Nerve_Tibial,DPN,2.3697,0.01780467949894106,1,1
FAM122A,Nerve_Tibial,DPN,-0.1789,0.8579994146945953,1,1
FAM124A,Nerve_Tibial,DPN,-0.1199,0.9045770152479067,2,2
FAM167A,Nerve_Tibial,DPN,-0.1248,0.9006923916040993,5,3
FAM20B,Nerve_Tibial,DPN,-0.2106,0.8331707856341221,3,3
FAM210A,Nerve_Tibial,DPN,-0.049,0.960888783182884,3,3
FAM213A,Nerve_Tibial,DPN,-2.4402,0.014677507301024505,2,2
FAM24B,Nerve_Tibial,DPN,4.3883,1.1422308625396801e-05,1,1
FAXDC2,Nerve_Tibial,DPN,-3.559,0.000372282688711889,2,1
FCF1,Nerve_Tibial,DPN,-2.7839,0.005371372377678163,2,1
FCHO2,Nerve_Tibial,DPN,3.3603,0.0007786595083987147,3,3
FGD3,Nerve_Tibial,DPN,-9.1687,4.786327355139564e-20,2,2
FGF11,Nerve_Tibial,DPN,0.0011,0.9991201783120459,2,2
FGFR4,Nerve_Tibial,DPN,-1.6308,0.10294164563051572,2,2
FIG4,Nerve_Tibial,DPN,7.3617,1.8160939381406535e-13,2,2
FKBP9,Nerve_Tibial,DPN,-6.9473,3.724010584962985e-12,2,1
FRA10AC1,Nerve_Tibial,DPN,-4.1853,2.8472904753388597e-05,8,7
FUT11,Nerve_Tibial,DPN,0.7208,0.4710355930154496,2,2
GGACT,Nerve_Tibial,DPN,1.0677,0.2856369096777428,2,1
GID8,Nerve_Tibial,DPN,-1.7542,0.07939421906360423,3,3
GK5,Nerve_Tibial,DPN,1.037,0.2997450280249438,3,3
GMCL1,Nerve_Tibial,DPN,0.5659,0.5714771412349426,1,1
GNPDA1,Nerve_Tibial,DPN,4.7115,2.4590529335332396e-06,3,3
GOLGA5,Nerve_Tibial,DPN,-1.0378,0.29934676745728045,1,1
GOLGA7B,Nerve_Tibial,DPN,3.6987,0.00021670535954000972,1,1
GPR137,Nerve_Tibial,DPN,-0.6207,0.5348166349780408,1,1
GPR20,Nerve_Tibial,DPN,0.3856,0.6997668110666013,2,1
GPR4,Nerve_Tibial,DPN,0.9931,0.32066913607552133,1,1
GRAMD1C,Nerve_Tibial,DPN,2.3045,0.021195609558083604,2,2
GRAMD3,Nerve_Tibial,DPN,2.1536,0.0312712938853029,2,1
GSTA1,Nerve_Tibial,DPN,1.7424,0.08144217628382618,2,2
GSTM3,Nerve_Tibial,DPN,-2.187,0.028739822685814178,6,5
GTF2E1,Nerve_Tibial,DPN,-0.4861,0.6268984977329173,1,1
GTPBP1,Nerve_Tibial,DPN,11.7186,1.023867006877634e-31,2,2
GYPC,Nerve_Tibial,DPN,0.2027,0.8393912534850851,3,2
HACD2,Nerve_Tibial,DPN,-8.3178,8.959379068143846e-17,2,2
HEMK1,Nerve_Tibial,DPN,-7.9608,1.7095876775693812e-15,2,2
HERPUD2,Nerve_Tibial,DPN,-1.4321,0.152108919473,1,1
HIF3A,Nerve_Tibial,DPN,1.14,0.2543044413703253,3,3
HINT2,Nerve_Tibial,DPN,4.6509,3.3052835085721807e-06,1,1
HIP1R,Nerve_Tibial,DPN,0.8719,0.38328521192413256,2,2
HIST1H2BN,Nerve_Tibial,DPN,-85.2765,0.0,2,2
HK2,Nerve_Tibial,DPN,-11.0225,2.9773791532503933e-28,3,2
HMGCL,Nerve_Tibial,DPN,-0.5023,0.6154404751652309,1,1
HOXB4,Nerve_Tibial,DPN,0.7232,0.4695670125767897,2,1
HPCAL1,Nerve_Tibial,DPN,3.5927,0.00032729959054899217,4,4
HS1BP3,Nerve_Tibial,DPN,2.4682,0.013581171159439812,2,2
HS3ST3A1,Nerve_Tibial,DPN,-5.366,8.051666325507921e-08,2,2
HSD17B6,Nerve_Tibial,DPN,1.668,0.09531771583699036,1,1
IDH2,Nerve_Tibial,DPN,-2.2279,0.02588544218702539,3,3
IFT122,Nerve_Tibial,DPN,-0.751,0.4526444356395433,2,1
IL11RA,Nerve_Tibial,DPN,-2.0452,0.040830523829082144,1,1
IL15,Nerve_Tibial,DPN,4.2361,2.274750056275073e-05,2,2
IL18R1,Nerve_Tibial,DPN,-1.0902,0.275634865953331,2,2
ILK,Nerve_Tibial,DPN,-1.0186,0.30836945879563543,2,1
IQGAP2,Nerve_Tibial,DPN,0.6527,0.5139648258174059,2,2
IQSEC3,Nerve_Tibial,DPN,-1.1646,0.24418385760079506,2,2
IRAK1BP1,Nerve_Tibial,DPN,0.324,0.7459161226097715,2,2
ITGAD,Nerve_Tibial,DPN,-0.0718,0.9427696637278284,3,3
ITPRIPL1,Nerve_Tibial,DPN,-2.0492,0.040445844867434376,2,2
JMJD4,Nerve_Tibial,DPN,-4.8672,1.1321401474516634e-06,2,2
KATNBL1,Nerve_Tibial,DPN,1.8507,0.06420918667719347,2,2
KBTBD11,Nerve_Tibial,DPN,-0.501,0.6163498861710017,4,3
KCNK17,Nerve_Tibial,DPN,6.748,1.499217606428724e-11,2,2
KCNQ5,Nerve_Tibial,DPN,-0.4282,0.6684861184512236,2,1
KDM5B,Nerve_Tibial,DPN,-0.094,0.9251000493998405,2,1
KIF13A,Nerve_Tibial,DPN,-2.7441,0.006067067941907329,2,2
KIF18A,Nerve_Tibial,DPN,0.5501,0.5822453099944078,1,1
KIF23,Nerve_Tibial,DPN,0.1615,0.871727802283385,2,1
KIFC1,Nerve_Tibial,DPN,0.3471,0.7285043032508699,1,1
KLHL40,Nerve_Tibial,DPN,0.3976,0.6909315976415824,1,1
LANCL1,Nerve_Tibial,DPN,-1.6648,0.09594978235517611,2,2
LAPTM4A,Nerve_Tibial,DPN,-2.0313,0.04222720591975501,2,2
LCN8,Nerve_Tibial,DPN,2.275,0.022904516213459028,3,3
LEPROT,Nerve_Tibial,DPN,-2.734,0.00625611024550472,2,1
LIN37,Nerve_Tibial,DPN,2.8775,0.004008138791045592,1,1
LIN7A,Nerve_Tibial,DPN,-0.5301,0.5960660282563035,1,1
LINC00324,Nerve_Tibial,DPN,-1.5731,0.11569684361916423,1,1
LINC00662,Nerve_Tibial,DPN,2.5252,0.011564595451260337,3,3
LINC00865,Nerve_Tibial,DPN,-2.8231,0.004755878442960908,1,1
LINC00937,Nerve_Tibial,DPN,72.8496,0.0,4,2
LINC00954,Nerve_Tibial,DPN,0.41,0.6817787414296248,2,2
LINC01291,Nerve_Tibial,DPN,1.5006,0.1334604107643045,1,1
LINC01597,Nerve_Tibial,DPN,-1.5094,0.13119364351134552,2,2
LINC01644,Nerve_Tibial,DPN,5.9307,3.0163441386924832e-09,1,1
LINC01970,Nerve_Tibial,DPN,2.7045,0.006841284280469782,1,1
LINC02062,Nerve_Tibial,DPN,-0.2581,0.7963441218754176,1,1
LPCAT3,Nerve_Tibial,DPN,7.7188,1.1745685180319818e-14,1,1
LPCAT4,Nerve_Tibial,DPN,-2.3604,0.018256888962062203,2,2
LRIG2,Nerve_Tibial,DPN,-1.2572,0.20867514524823141,1,1
LRRC23,Nerve_Tibial,DPN,3.8132,0.00013717863972354742,2,2
MAP3K10,Nerve_Tibial,DPN,0.0122,0.9902605111892292,1,1
MAP3K14,Nerve_Tibial,DPN,3.7768,0.00015886651088545665,1,1
MAP4,Nerve_Tibial,DPN,-0.2402,0.810160871132743,1,1
MCM8,Nerve_Tibial,DPN,-2.4643,0.013726701582263643,2,2
ME2,Nerve_Tibial,DPN,5.8058,6.406649414106629e-09,4,4
MED17,Nerve_Tibial,DPN,0.8767,0.3806577949794236,3,3
MED22,Nerve_Tibial,DPN,1.3771,0.16846885470820275,2,1
MFSD3,Nerve_Tibial,DPN,-2.2336,0.025506302047163157,2,2
MFSD5,Nerve_Tibial,DPN,-1.6686,0.09520214206847755,3,2
MIA3,Nerve_Tibial,DPN,4.5716,4.840210215216405e-06,3,3
MICAL2,Nerve_Tibial,DPN,4.5624,5.057142705470263e-06,1,1
MIR3945HG,Nerve_Tibial,DPN,-0.7912,0.42880088528204513,2,2
MPHOSPH9,Nerve_Tibial,DPN,-1.4706,0.14141103370552502,3,2
MRAS,Nerve_Tibial,DPN,2.6062,0.00915552458240253,3,3
MSANTD2,Nerve_Tibial,DPN,-3.3441,0.0008255755721111421,2,2
MT1E,Nerve_Tibial,DPN,-2.4369,0.01481271361697459,1,1
MTDH,Nerve_Tibial,DPN,-9.8047,1.074398205070042e-22,1,1
MTG2,Nerve_Tibial,DPN,-3.2659,0.0010912835239099926,4,2
MTHFS,Nerve_Tibial,DPN,-0.4492,0.6532564569053472,4,3
MTPAP,Nerve_Tibial,DPN,2.1615,0.030654161436095246,1,1
MTSS1,Nerve_Tibial,DPN,-0.1349,0.8927256644221977,2,2
MVB12A,Nerve_Tibial,DPN,-1.3837,0.16645309051652674,3,3
MXD4,Nerve_Tibial,DPN,4.5857,4.5254701621638036e-06,2,2
MYCT1,Nerve_Tibial,DPN,1.0342,0.30102068192924086,2,2
MYL5,Nerve_Tibial,DPN,124.9389,0.0,3,3
NAALAD2,Nerve_Tibial,DPN,-1.9384,0.05257125607808043,5,2
NAPEPLD,Nerve_Tibial,DPN,11.9432,7.04449569489496e-33,2,2
NCOA7,Nerve_Tibial,DPN,8.3706,5.731672882639378e-17,1,1
NEK1,Nerve_Tibial,DPN,2.2882,0.02212398602604036,2,2
NFIX,Nerve_Tibial,DPN,14.0176,1.217453772255862e-44,1,1
NFYB,Nerve_Tibial,DPN,-7.6155,2.6272636293831436e-14,1,1
NIPAL2,Nerve_Tibial,DPN,0.6679,0.5041935838170654,2,2
NRBP2,Nerve_Tibial,DPN,1.3286,0.1839865632899256,1,1
NSMCE1,Nerve_Tibial,DPN,0.5832,0.559755277501429,2,2
NSUN5,Nerve_Tibial,DPN,4.0167,5.9029921338863445e-05,2,1
NUBPL,Nerve_Tibial,DPN,-8.5971,8.178143331521638e-18,1,1
NUDT14,Nerve_Tibial,DPN,1.3808,0.1673416571420474,5,4
NUP107,Nerve_Tibial,DPN,0.9299,0.3524022502096984,4,4
OAF,Nerve_Tibial,DPN,0.5092,0.6105788549354345,4,4
ODF2L,Nerve_Tibial,DPN,2.1074,0.03507934525800082,3,3
OIP5,Nerve_Tibial,DPN,3.633,0.00028016024770307566,1,1
OLA1,Nerve_Tibial,DPN,5.449,5.066208634929236e-08,1,1
OLFM1,Nerve_Tibial,DPN,-1.6278,0.10356879694243029,2,1
OR2W3,Nerve_Tibial,DPN,2.5593,0.010487750379322237,3,2
OSBPL6,Nerve_Tibial,DPN,21.0039,6.03742829012211e-98,3,3
OTUB1,Nerve_Tibial,DPN,4.3162,1.5876553911782434e-05,2,2
OXT,Nerve_Tibial,DPN,-1.6493,0.0990893587907962,1,1
PCDH1,Nerve_Tibial,DPN,-1.5058,0.13211385781810164,1,1
PCP4L1,Nerve_Tibial,DPN,1.671,0.09471388235049424,1,1
PDAP1,Nerve_Tibial,DPN,-6.0454,1.490366718577037e-09,1,1
PDCD2,Nerve_Tibial,DPN,0.8601,0.38975499958896687,1,1
PEX11A,Nerve_Tibial,DPN,4.1914,2.7724948547221737e-05,2,1
PHC1,Nerve_Tibial,DPN,-402.6251,0.0,3,3
PHYKPL,Nerve_Tibial,DPN,-2.9582,0.0030945991186425662,5,4
PIGP,Nerve_Tibial,DPN,0.5016,0.6159506575000666,4,4
PIGU,Nerve_Tibial,DPN,1.1684,0.24264881727570106,2,2
PIGW,Nerve_Tibial,DPN,0.1522,0.8790685292650477,3,2
PIK3R4,Nerve_Tibial,DPN,4.2768,1.895909796390115e-05,2,2
PIKFYVE,Nerve_Tibial,DPN,7.6119,2.701368379716335e-14,2,1
PIP5K1A,Nerve_Tibial,DPN,-1.6977,0.08955497091720141,2,2
PKIG,Nerve_Tibial,DPN,-7.3912,1.4551317003823895e-13,1,1
PLCD1,Nerve_Tibial,DPN,2.8752,0.004037377978056852,1,1
PLEKHD1,Nerve_Tibial,DPN,3.6238,0.00029035646590622893,1,1
PLLP,Nerve_Tibial,DPN,-1.5508,0.12094570098090482,2,2
POU6F1,Nerve_Tibial,DPN,-1.7113,0.08701812749116361,2,2
PP2D1,Nerve_Tibial,DPN,2.1975,0.027984978714224718,1,1
PPAN,Nerve_Tibial,DPN,-3.8857,0.0001020191313270306,2,1
PPTC7,Nerve_Tibial,DPN,1.0755,0.2821389387506973,1,1
PPWD1,Nerve_Tibial,DPN,-0.3113,0.7555957662026982,2,2
PRKACA,Nerve_Tibial,DPN,-0.9632,0.3354520717165876,1,1
PRKAR2B,Nerve_Tibial,DPN,-3.1109,0.0018654002594845395,1,1
PRKCZ,Nerve_Tibial,DPN,-1.2161,0.22394390373989945,1,1
PRSS53,Nerve_Tibial,DPN,1.0468,0.2951856746095137,2,2
PSEN1,Nerve_Tibial,DPN,-5.6656,1.4647859260756212e-08,1,1
PSMB7,Nerve_Tibial,DPN,-0.0856,0.9317773194151414,1,1
PSMD4,Nerve_Tibial,DPN,-1.052,0.29280646108516317,3,2
PTBP3,Nerve_Tibial,DPN,-4.1592,3.194103295713978e-05,1,1
PTGDR,Nerve_Tibial,DPN,0.4434,0.6574650936328162,1,1
PTGR1,Nerve_Tibial,DPN,1.1761,0.23955192948475815,5,4
PVRIG,Nerve_Tibial,DPN,-1.8796,0.06016403386916472,2,1
RAB17,Nerve_Tibial,DPN,3.0106,0.0026073135729962954,2,2
RAB5B,Nerve_Tibial,DPN,0.711,0.4770960167970836,1,1
RACK1,Nerve_Tibial,DPN,-2.4348,0.014900427719896255,3,2
RANBP2,Nerve_Tibial,DPN,-1.8644,0.062265058529025294,2,2
RARB,Nerve_Tibial,DPN,8.9947,2.369411538014702e-19,1,1
RBFA,Nerve_Tibial,DPN,-1.9306,0.053527018177066905,2,2
RBM42,Nerve_Tibial,DPN,-12.309,8.098430776862386e-35,1,1
REEP3,Nerve_Tibial,DPN,2.5444,0.010945311260567745,2,1
RHBDF1,Nerve_Tibial,DPN,-3.9696,7.19783497294547e-05,3,3
RHNO1,Nerve_Tibial,DPN,-1.5796,0.11419537833138188,1,1
RNASEK,Nerve_Tibial,DPN,-12.55,3.973467714706242e-36,2,2
RNF115,Nerve_Tibial,DPN,0.4808,0.6306629705177773,3,3
RNF122,Nerve_Tibial,DPN,1.294,0.19567112370549886,1,1
RNF146,Nerve_Tibial,DPN,-0.0125,0.9900572923852099,1,1
RNF25,Nerve_Tibial,DPN,-13.4062,5.561049683171708e-41,1,1
RNF44,Nerve_Tibial,DPN,11.574,5.584537212594645e-31,1,1
ROCK2,Nerve_Tibial,DPN,-1.7123,0.08684351630141222,2,2
RP11-110I1.14,Nerve_Tibial,DPN,1.1,0.27133610882049325,2,1
RP11-121M22.1,Nerve_Tibial,DPN,1.7321,0.08325416106537856,1,1
RP11-182L21.6,Nerve_Tibial,DPN,-1.0612,0.28857736587863114,2,1
RP11-286N22.8,Nerve_Tibial,DPN,-1.5563,0.11964193821773089,2,2
RP11-370I10.12,Nerve_Tibial,DPN,-2.487,0.01288232197828373,2,1
RP11-441O15.3,Nerve_Tibial,DPN,-0.6078,0.5433380063773762,3,3
RP11-455O6.9,Nerve_Tibial,DPN,6.9095,4.863347433967075e-12,1,1
RP11-506M13.3,Nerve_Tibial,DPN,0.4555,0.648738130856498,3,3
RP11-517P14.2,Nerve_Tibial,DPN,1.1188,0.26323839153623363,2,2
RP11-53O19.3,Nerve_Tibial,DPN,-2.5226,0.011648158495703222,2,2
RP11-676J12.4,Nerve_Tibial,DPN,-0.3602,0.7187084871261697,2,2
RP11-722E23.2,Nerve_Tibial,DPN,2.2662,0.023436889132904194,1,1
RP11-791G15.2,Nerve_Tibial,DPN,0.4877,0.6257280496434555,2,1
RP11-849H4.2,Nerve_Tibial,DPN,3.449,0.0005626229651078144,1,1
RP3-460G2.2,Nerve_Tibial,DPN,-0.6708,0.5023524292994848,4,3
RP4-761J14.10,Nerve_Tibial,DPN,-3.3764,0.0007343137670067835,2,2
RPGRIP1,Nerve_Tibial,DPN,1.5362,0.12448460764384969,2,1
RRP12,Nerve_Tibial,DPN,-15.0883,1.93404744408194e-51,1,1
RRP8,Nerve_Tibial,DPN,-3.7883,0.00015165290577098955,3,3
RSPH4A,Nerve_Tibial,DPN,-3.6308,0.0002825693490876734,1,1
RTP5,Nerve_Tibial,DPN,-2.9152,0.003554904383387337,2,1
RUVBL1,Nerve_Tibial,DPN,-9.5558,1.2259994420865104e-21,1,1
S100A4,Nerve_Tibial,DPN,5.1469,2.648217136044675e-07,2,2
SAFB2,Nerve_Tibial,DPN,-9.681,3.632776186335539e-22,1,1
SAMD12,Nerve_Tibial,DPN,6.5479,5.836012738412624e-11,2,2
SAMHD1,Nerve_Tibial,DPN,-1.8991,0.05755129025637959,1,1
SAP25,Nerve_Tibial,DPN,-3.9538,7.693374919765502e-05,4,4
SCAF11,Nerve_Tibial,DPN,3.4783,0.0005046010237246264,1,1
SCIMP,Nerve_Tibial,DPN,-0.9273,0.35377376033938657,2,2
SCN4A,Nerve_Tibial,DPN,0.3084,0.7577852887102366,1,1
SCN8A,Nerve_Tibial,DPN,0.5214,0.6020848153193384,1,1
SCUBE3,Nerve_Tibial,DPN,-3.0173,0.002550291149874898,1,1
SCYL2,Nerve_Tibial,DPN,-23.9376,1.2428925867349816e-126,3,3
SDCCAG3,Nerve_Tibial,DPN,-4.7799,1.7536038098401e-06,1,1
SEC14L4,Nerve_Tibial,DPN,-4.2536,2.1032780231717316e-05,2,2
SEC16A,Nerve_Tibial,DPN,0.5687,0.5695657326552273,4,4
SEC24D,Nerve_Tibial,DPN,2.2224,0.026256015347266334,2,2
SELP,Nerve_Tibial,DPN,-0.0191,0.9847980867056051,1,1
SEPT10,Nerve_Tibial,DPN,-4.7555,1.9791264690390978e-06,1,1
SERPINH1,Nerve_Tibial,DPN,-9.304,1.3526355603774578e-20,2,2
SETMAR,Nerve_Tibial,DPN,5.3109,1.0911508010324508e-07,2,1
SF1,Nerve_Tibial,DPN,-3.016,0.0025610769522413793,2,1
SFXN1,Nerve_Tibial,DPN,-4.8125,1.4907125711247992e-06,1,1
SGCA,Nerve_Tibial,DPN,3.1589,0.0015834577113974413,4,4
SGF29,Nerve_Tibial,DPN,-11.9083,1.0719275435428467e-32,2,2
SH2D1B,Nerve_Tibial,DPN,-0.9407,0.3468545563469945,1,1
SH3YL1,Nerve_Tibial,DPN,1.0494,0.2940067332315344,3,3
SHARPIN,Nerve_Tibial,DPN,-2.6873,0.00720394526724402,1,1
SIGLEC12,Nerve_Tibial,DPN,4.2701,1.95346626050184e-05,2,1
SIGLEC5,Nerve_Tibial,DPN,-2.6803,0.007354600174734603,4,4
SIPA1L2,Nerve_Tibial,DPN,-0.2678,0.788860947158063,1,1
SIT1,Nerve_Tibial,DPN,-6.4837,8.951336805987572e-11,1,1
SKAP1,Nerve_Tibial,DPN,2.4016,0.016323411172777035,3,3
SLA,Nerve_Tibial,DPN,13.1597,1.4971861857194884e-39,3,3
SLN,Nerve_Tibial,DPN,0.2628,0.792742023658442,2,2
SMKR1,Nerve_Tibial,DPN,-6.4514,1.1080958128782526e-10,2,2
SMNDC1,Nerve_Tibial,DPN,-0.7553,0.45008602589379915,1,1
SMO,Nerve_Tibial,DPN,9.4081,5.053268429361994e-21,1,1
SMYD5,Nerve_Tibial,DPN,0.3944,0.6932761171282211,2,2
SNAPC3,Nerve_Tibial,DPN,1.5732,0.11566981688141327,1,1
SQLE,Nerve_Tibial,DPN,0.0438,0.9650416538937325,2,2
SRSF3,Nerve_Tibial,DPN,-6.4153,1.4056897247801332e-10,1,1
SSR2,Nerve_Tibial,DPN,9.7241,2.380869327707327e-22,2,1
ST6GALNAC6,Nerve_Tibial,DPN,-7.8961,2.878362798907708e-15,1,1
ST7L,Nerve_Tibial,DPN,0.9664,0.33382296819506313,1,1
STARD4,Nerve_Tibial,DPN,-5.7704,7.90781403680191e-09,1,1
STAT5B,Nerve_Tibial,DPN,-8.4408,3.1521056897039953e-17,2,2
STK25,Nerve_Tibial,DPN,-0.9467,0.34379143085396696,1,1
STOML1,Nerve_Tibial,DPN,-1.079,0.2805811894004197,1,1
STOX1,Nerve_Tibial,DPN,-1.7287,0.08387079659801577,1,1
SYNGR1,Nerve_Tibial,DPN,1.3475,0.17782831563190785,2,2
SYPL2,Nerve_Tibial,DPN,3.7192,0.00019988791914472135,2,2
SYT1,Nerve_Tibial,DPN,-1.406,0.15973634900394068,1,1
SYTL2,Nerve_Tibial,DPN,5.3701,7.867862579792128e-08,3,2
TAGLN2,Nerve_Tibial,DPN,-0.9823,0.32592955936202234,3,2
TBC1D32,Nerve_Tibial,DPN,19.9934,6.285963861033e-89,3,2
TBC1D9,Nerve_Tibial,DPN,0.5193,0.6035247616636783,2,2
